"","times","init_volumes","final_volumes","tolls","revs"
"53",13.25,830.933333333333,351.076467003393,5.35240556357832,1879.10363523038
"54",13.5,850,349.641912013653,5.47522231511743,1914.36719895748
"55",13.75,791.066666666667,352.700172785083,5.09560690126929,1797.22143452254
"56",14,748.311111111111,352.372923867645,4.8201996402422,1698.50784085791
"57",14.25,751.2,352.462477353915,4.83880823896025,1705.49833934446
"58",14.5,737.333333333333,351.94347979299,4.74948696511363,1671.55096973354
"59",14.75,729.822222222222,351.568328180592,4.70110460844671,1652.75948779369
"60",15,782.4,352.806842123446,5.03978110511515,1778.06925668909
"61",15.25,824.577777777778,351.460037613602,5.31146664639862,1866.76826732665
"62",15.5,896.222222222222,344.397025152593,5.77295989460617,1988.19021402759
"63",15.75,941.288888888889,336.87411232745,6.06325403460769,2042.55332072429
"64",16,1062.04444444444,304.990830930981,6.84109346102202,2086.47077915361
"65",16.25,1040.66666666667,311.879301489471,6.70338983050847,2090.64853795061
"66",16.5,1111.15555555556,287.138794261175,7.1574396392288,2055.1785880053
"67",16.75,1151.02222222222,270.569925118275,7.41423830153784,2006.06990205614
"68",17,1133.11111111111,278.244190274972,7.29886498948595,2030.86677892586
"69",17.25,1154.48888888889,269.041185967245,7.43656861999949,2000.74324105146
"70",17.5,1063.77777777778,304.408848178781,6.85225862025284,2085.88815401429
"71",17.75,1020.44444444444,317.902801929252,6.57312963948215,2089.61632983559
"72",18,910.088888888889,342.335630357949,5.86228116845279,2006.86771913782
"73",18.25,856.355555555556,349.069112630703,5.51616123229713,1925.52150648584
"74",18.5,778.933333333333,352.824878840852,5.01745078665349,1770.28146589096
"75",18.75,669.733333333333,346.188462691827,4.31404575511135,1493.4728679442
"76",19,606.177777777778,335.896520647175,3.90465658331433,1311.56056065737
"77",19.25,516.044444444444,313.188860324253,3.32406830331129,1041.06116355404
"78",19.5,442.666666666667,287.676595705478,2.85140989587292,820.283891805632
"79",19.75,409.155555555556,273.927779039412,2.63555015074358,721.950399340179
"80",20,360.044444444444,251.402539872644,2.3192039725368,583.053769178477
"81",20.25,329.422222222222,235.927618799021,2.12195282612551,500.627277471645
"82",20.5,308.044444444444,224.473409394802,1.98424919561197,445.411182027912
"83",20.75,289.555555555556,214.135436859538,1.86515416381647,399.395601679227
"84",21,280.888888888889,209.151695823733,1.80932836766233,378.424096398565
"85",21.25,265.866666666667,200.304825130533,1.71256365432849,343.034763305176
"86",21.5,262.977777777778,198.573203781628,1.69395505561045,336.374082454653
"87",21.75,262.4,198.225706606231,1.69023333586684,335.047697331611
"88",22,261.244444444444,197.529539349821,1.68278989637962,332.400713054399
"89",22.25,258.355555555556,195.782279259367,1.66418129766157,325.817207556994
"90",22.5,258.933333333333,196.132513214535,1.66790301740518,327.130010601785
"91",22.75,257.777777777778,195.43165433566,1.66045957791796,324.506362269999
"92",23,257.777777777778,195.43165433566,1.66045957791796,324.506362269999
"93",23.25,257.777777777778,195.43165433566,1.66045957791796,324.506362269999
"94",23.5,257.777777777778,195.43165433566,1.66045957791796,324.506362269999
"95",23.75,257.777777777778,195.43165433566,1.66045957791796,324.506362269999
